tur-pa-9001 | T.8.3.18 | z2 | k0 | Bir kentin sesleri, o kentin saatini tutar. Sabahın ilk ışığında simit tezgâhının tıkırtısı duyulur; öğleye doğru sesler kalabalı… | ✓Kentteki en yüksek ses vapur düdüğüdür.
tur-pa-2086 | T.8.3.11 | z2 | k0 | Gün ağarırken liman henüz sessiz. Rıhtımın taşları geceden kalma nemle koyu koyu duruyor. İskelenin ucunda üst üste yığılmış turu… | ✓Bir yerin görünüşü, ayrıntılarıyla okuyucuya…
tur-pa-2087 | T.8.3.16 | z2 | k0 | Kimi yaz gecelerinde dalgaların kıyıya vurduğu yerde su birden mavimsi bir ışıkla parlar; kürek çekerseniz her hamlede aynı ışık … | ✓Denizde görülen parıltının küçük canlılardan…
tur-pa-2088 | T.8.3.19 | z2 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓III
tur-pa-2089 | T.8.3.21 | z2 | k0 | Kumsalın bir noktasında su, kıyıdan denize doğru dar bir şerit hâlinde hızla akar. Buna çeken akıntı denir; genellikle rengi çevr… | ✓Çeken akıntının hızının yüzücünün gücüne gör…
tur-pa-2090 | T.8.3.17 | z3 | k0 | Küçük bir teknede her işin bir sırası vardır ve bu sıra keyfe göre değişmez. Motor önce çalıştırılıp ısıtılır, halatlar sonra çöz… | ✓İşlerin sırasına uymak, acele etmekten daha …
tur-pa-2091 | T.8.3.18 | z3 | k0 | Kıyıdaki tuzlalar, denizin kendi kendine yaptığı bir işi düzene sokar. Deniz suyu, kapaklar açılarak birbirine bağlı sığ havuzlar… | ✓Elde edilen tuzun kalitesinin havuz sayısıyl…
tur-pa-2092 | T.8.3.34 | z3 | k0 | Bir balıkçının günü, teknesinin denizin neresinde çalıştığına göre kurulur. Kıyıda çalışan tekne küçüktür, güvertesinde iki üç ki… | ✓İki durumu yönleriyle karşılaştırma
tur-pa-2093 | T.8.3.19 | z3 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓II
tur-pa-2094 | T.8.3.21 | z3 | k0 | Demirin dipte tutması, çoğu kişinin sandığı gibi yalnızca ağırlığıyla ilgili değildir. Bir demir, ancak tırnakları zemine gömüldü… | ✓Kayalık zeminde zinciri uzatmanın demirin tu…
tur-pa-2095 | T.8.3.17 | z3 | k0 | Çocukken kıyıdan topladığım en büyük kabuğu kulağıma dayar, denizin sesini duyduğuma inanırdım. Kabuğu odaya götürüp kapıyı kapat… | ✓Bir şeyin açıklamasını bilmenin ona duyulan …
tur-pa-2096 | T.8.3.19 | z3 | k0 | Sis çöktüğünde ışık işe yaramaz. Fenerin en güçlü lambası bile birkaç yüz metre ötede yutulur; köprüüstünden bakan denizci, kıyın… | ✓Ancak duyulan tek bir düdük sesi, hangi nokt…
tur-pa-2097 | T.8.3.11 | z3 | k0 | Saat üçte, barınakta bizden başka kimse yokken motoru çalıştırdık. Barınağın ağzından çıkarken ışıkları söndürdüm; gözümüz karanl… | ✓Olaylar, oluş sırasına göre aktarılmıştır.
tur-pa-2098 | T.8.3.21 | z4 | k0 | Bir kıyı gözlem istasyonunda rüzgârla dalga arasındaki bağ yıllardır kayıt altına alınıyor. Dalganın yüksekliği üç şeye birden ba… | ✓Rüzgâr hızı ikiye katlandığında dalganın da …
tur-pa-2099 | T.8.3.19 | z4 | k0 | Bir kumsalın kumu orada doğmaz; oraya taşınır. Dağlardan inen dereler ve nehirler, kırdıkları kayayı öğüte öğüte denize kadar get… | ✓Kumsalın incelmesi, denizin fazla almasından…
tur-pa-2100 | T.8.3.34 | z4 | k0 | Denize bakan biri, dalganın suyu kıyıya taşıdığını sanır. Oysa dalgada ilerleyen su değil, sudan geçen enerjidir. Bunu anlamanın … | ✓Anlatılanı bilinen başka durumlara benzetme
tur-pa-2101 | T.8.3.16 | z1 | k0 | Gökyüzündeki bulutlar rastgele adlandırılmaz. Adların bir bölümü bulutun biçimini anlatır: tüy gibi ince olana ayrı, yığın yığın … | ✓Bulut adlarının hangi bilgilere göre verildi…
tur-pa-2102 | T.8.3.17 | z1 | k0 | Açık ve rüzgârsız gecelerde yer, gün boyunca aldığı ısıyı hızla geri verir. Soğuyan yüzeye değen havadaki su buharı, çimenlerin v… | ✓Çiyle kırağıyı ayıran şey yüzeyin sıcaklığıd…
tur-pa-2103 | T.8.3.18 | z2 | k0 | Bir meteoroloji istasyonunun direğinde iki alet yan yana durur. Biri, ucu ok biçiminde bir levhadır; rüzgâr estiğinde döner ve ok… | ✓Ölçümlerin günün hangi saatinde yapıldığına
tur-pa-2104 | T.8.3.18 | z2 | k0 | Yağış haberlerinde geçen “metrekareye kırk kilogram yağış düştü” sözü, aslında basit bir ölçümün sonucudur. Yağmur ölçer, ağzı aç… | ✓Ölçümün gün içinde kaç kez yinelendiğine
tur-pa-2105 | T.8.3.17 | z2 | k0 | Bir yaz akşamı ufukta şimşek çaktığında fırtınanın uzakta mı yakında mı olduğunu anlamak için pahalı bir alete gerek yoktur; saym… | ✓Fırtınanın uzaklığı basit bir sayımla kestir…
tur-pa-2106 | T.8.3.19 | z2 | k0 | Bir bahçeye termometre asıp “bugün otuz sekiz derece” demek kolaydır; ne var ki o sayı havayı değil, güneşte ısınmış aleti anlatı… | ✓ölçülen sayının güvenilir olmasını sağlamakt…
tur-pa-2107 | T.8.3.16 | z2 | k0 | Gökkuşağını görmek için iki şeyin aynı anda olması gerekir: arkanızda alçalan bir güneş, önünüzde asılı kalmış yağmur damlaları. … | ✓Güneşin Karşısında Beliren Kuşak
tur-pa-2108 | T.8.3.19 | z2 | k0 | Aşağıdaki tabloda bir parçayı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin akı… | ✓IV
tur-pa-2109 | T.8.3.21 | z2 | k0 | Dedemin duvarında yuvarlak bir barometre asılıydı; çocukken onu bir saat sanırdım. Oysa o alet saati değil, havanın ağırlığını gö… | ✓Bir ölçümün ancak öncekilerle birlikte anlam…
tur-pa-2110 | T.8.3.18 | z3 | k0 | Dolu, yağmurun donmuş hâli değildir; kendine özgü bir yolculuğun ürünüdür. İlkbahar ve yaz aylarında gökyüzünde kabaran kalın bul… | ✓Tanenin yere düşerken ne kadar hızlandığına
tur-pa-2111 | T.8.3.16 | z3 | k0 | Kar tanesinin altı kollu olması bir rastlantı değildir. Su donarken molekülleri altıgen bir düzene göre dizilir; bu düzen, taneye… | ✓Kar tanesinin biçimini belirleyen koşullar
tur-pa-2112 | T.8.3.19 | z3 | k0 | Aşağıdaki tabloda bir parçayı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin akı… | ✓III
tur-pa-2113 | T.8.3.17 | z3 | k0 | Hava tahmininin tarihi, aslında bir haberleşme tarihidir. On dokuzuncu yüzyılın ortasına kadar insanlar havayı yalnızca durduklar… | ✓Hava tahminini, ölçümleri hızla toplayan bir…
tur-pa-2114 | T.8.3.11 | z3 | k0 | Saat bire çeyrek kala kapıyı açıp avluya çıktık. Görevli, dolaptan beyaz, avuç içi büyüklüğünde bir kutu aldı; üstünde ince bir a… | ✓Öyküleme ve betimleme
tur-pa-2115 | T.8.3.19 | z3 | k0 | Hava radarı, gökyüzüne kısa aralıklarla radyo dalgası gönderir. Dalga; yağmur damlalarına, kar tanelerine ya da dolu tanelerine ç… | ✓Henüz yağış bırakmamış kalın bir bulut ekran…
tur-pa-2116 | T.8.3.18 | z3 | k0 | Bir kentin merkezi, çevresindeki kırlardan daha sıcaktır; üstelik bu fark gündüz değil, gece belirginleşir. Gün boyunca asfalt, b… | ✓Ölçüm yapılan gecede rüzgârın esip esmediğine
tur-pa-2117 | T.8.3.16 | z3 | k0 | Hava haberlerinde gördüğümüz o dönen bulut görüntüleri, ekvatorun çok yukarısında, dünyayla aynı hızda dönen uydulardan gelir. Uy… | ✓Bulutları Karanlıkta da Gören Göz
tur-pa-2118 | T.8.3.21 | z4 | k0 | Telefondaki uygulama “yarın yüzde altmış yağış” yazıyor; kimse bunun ne dediğini sormuyor. Çoğumuz bu sayıyı ya “yağacak” ya da “… | ✓Olasılıkla verilen bir tahminin ancak çok sa…
tur-pa-2119 | T.8.3.18 | z4 | k0 | Bir ilçenin resmî ölçüm istasyonu çoğu zaman tektir ve ilçe merkezinde bulunur. Oysa yaz sağanakları birkaç yüz metrede bile deği… | ✓Dere mahallesinde o sabah taşkın yaşandığı
tur-pa-2120 | T.8.3.34 | z4 | k0 | Kışın dışarı çıktığınızda termometrenin gösterdiği sayı ile bedeninizin söylediği şey çoğu zaman uyuşmaz. Rüzgârsız bir günde don… | ✓Benzetme ve karşılaştırma
tur-pa-2121 | T.8.3.16 | z1 | k0 | Karşıdan karşıya geçerken yalnızca yeşil ışığa güvenmem. Bir adım atmadan önce yaklaşan sürücünün yüzüne bakarım; beni gördüğünü … | ✓Yayanın geçmeden önce sürücüyle bakışması
tur-pa-2122 | T.8.3.17 | z1 | k0 | Sınıfta tartışma yaparken en zor kural, konuşmak için sıra beklemektir. Herkes aynı anda konuşursa en yüksek ses kazanır, en iyi … | ✓Sırayla konuşmak, herkesin düşüncesinin duyu…
tur-pa-2123 | T.8.3.18 | z2 | k0 | Apartmanımızın arka bahçesini kullanmak için yazılı bir kuralımız yok; yıllar içinde oluşmuş bir düzenimiz var. Akşam yedide çocu… | ✓Bahçe giderlerinin dairelere paylaştırıldığı…
tur-pa-2124 | T.8.3.17 | z2 | k0 | Mahalle derneğine ilk geldiğimde bir hafta sonu boyunca çalıştım; depoyu baştan aşağı düzenledim, akşam eve yorgun ama mutlu dönd… | ✓Gönüllülükte düzenli emek, tek seferlik çaba…
tur-pa-2125 | T.8.3.21 | z2 | k0 | Okul kütüphanemizde bir kitabı on beş gün tutabiliyoruz. Bu süre bana önce kısa gelirdi; şimdi iyi düşünülmüş buluyorum. Geçen ay… | ✓Ödünç alınan kitapta sürenin başkasının hakk…
tur-pa-2126 | T.8.3.19 | z2 | k0 | Sahildeki bisiklet yolu ilk açıldığında herkes memnundu; şimdi her gün küçük tartışmalar çıkıyor. Yürüyenler şeridin içinden geçi… | ✓Aynı Yolu Paylaşmanın Kuralı
tur-pa-2127 | T.8.3.16 | z2 | k0 | Otobüsteki turuncu koltukların üstünde küçük bir levha vardır: Bu koltuklar yaşlılar, hamileler ve engelliler için ayrılmıştır. L… | ✓Öncelikli koltuğun getirdiği kalkma sorumlul…
tur-pa-2128 | T.8.3.18 | z2 | k0 | Sokağımızın köşesindeki su kabını dört komşu sırayla dolduruyor. Kabı yere değil, alçak bir taşın üstüne koyduk; toz daha az giri… | ✓Su kabının belediyeden ücretsiz alındığına
tur-pa-2129 | T.8.3.21 | z2 | k0 | Okulumuzun koridorunda yıllardır “Koşmak yasaktır.” yazan bir levha asılıydı; buna karşın koşan hep olurdu. Bu yıl öğrenci kurulu… | ✓gerekçesiyle birlikte anlatıldığında
tur-pa-2130 | T.8.3.16 | z3 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓III
tur-pa-2131 | T.8.3.21 | z3 | k0 | Kırmızı ışıkta beklerken arkadan gelen siren sesini duyduğumuzda çoğumuzun ilk tepkisi donup kalmak olur; kimse ışık kırmızıyken … | ✓Sürücüler, geçişle ilgili kuralı bilmedikler…
tur-pa-2132 | T.8.3.11 | z3 | k0 | O yaz sokakta top oynarken takımları hep aynı iki kişi kurardı. Sırayla oyuncu seçerlerdi; en son seçilen kim olursa olsun, oyun … | ✓Yaşanan bir olayın zaman sırasıyla anlatılma…
tur-pa-2133 | T.8.3.17 | z3 | k0 | Üst kattaki daire geçen ay yenilendi. İlk gün sabah sekizde matkap sesiyle uyandık, öğleden sonra duvar deldiler, akşam yediye ka… | ✓Ortak yaşamda gürültünün sınırını önceden bi…
tur-pa-2134 | T.8.3.34 | z3 | k0 | Sınıf grubuna bir fotoğraf göndermek, kapısı açık bir odaya seslenmeye benzer; söylediğin şey yalnızca baktığın kişiye ulaşmaz, k… | ✓Benzetme ve örneklendirme
tur-pa-2135 | T.8.3.21 | z3 | k0 | Bir kurala karşı çıkmanın en kolay yolu, onu sessizce çiğnemektir; en zor yolu ise yazmaktır. Okulumuzun kantin saatinin değişmes… | ✓yazılı istek ise tartışılır bir öneri olur
tur-pa-2136 | T.8.3.19 | z3 | k0 | Okulumuzda bir yıldır küçük anlaşmazlıklar için başka bir yol deneniyor. İki öğrenci tartıştığında, isterlerse bir öğretmene gitm… | ✓Karardan Önce Kurulan Konuşma Düzeni
tur-pa-2137 | T.8.3.16 | z3 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓IV
tur-pa-2138 | T.8.3.21 | z4 | k0 | Sınıfımızda yıl sonu gezisinin nereye yapılacağını oylamayla seçerdik; her yıl aynı şey olurdu. En kalabalık grubun istediği yer … | ✓L yeri
tur-pa-2139 | T.8.3.18 | z4 | k0 | Apartmanımızın yıllık toplantısı her mart ayında yapılır. Bu yıl sekiz dairenin yedisi salondaydı; gelemeyen daire, komşusuna bır… | ✓Reddedilen maddenin oylamasına daha az daire…
tur-pa-2140 | T.8.3.21 | z4 | k0 | Sitemizin bahçesindeki tabela on yıl önce yazılmış: “Bahçede bisiklet sürmek yasaktır.” O yıllarda bahçede küçük çocuklar oynardı… | ✓Kuralın, koruduğu amaca göre yeniden yazılma…
tur-pa-2141 | T.8.3.17 | z2 | k0 | Bir okulda kantin üzerine iki ayrı anket yapıldı. Birincisinde “Kantinde satılan ürünleri yeterli buluyor musunuz?” diye soruldu;… | ✓Anketin sonucu, sorunun soruluş biçimine gör…
tur-pa-2142 | T.8.3.18 | z3 | k0 | Bir okulda geçen ay okunan kitaplar sayıldı; iki sekizinci sınıfın da öğrenci başına ortalaması üç çıktı. Rehber öğretmen sayıyı … | ✓Hiç okumayan öğrencilerle tek tek görüşüldüğ…
tur-pa-2143 | T.8.3.16 | z1 | k0 | Bir haber sayfasında iki çubuk yan yana duruyordu; biri ötekinin neredeyse üç katı yüksekliğindeydi. Grafiğe şöyle bir göz atan o… | ✓Eksen seçiminin grafiği yanıltıcı duruma get…
tur-pa-2144 | T.8.3.19 | z3 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓IV
tur-pa-2145 | T.8.3.21 | z2 | k0 | Bir sayının doğru olup olmadığını sezmek için her zaman hesap makinesi gerekmez. Geçenlerde bir haberde, ilçedeki okullarda günde… | ✓Kaba bir hesabın bile yanlış sayıyı ele vere…
tur-pa-2146 | T.8.3.18 | z3 | k0 | Bir okul kütüphanesi çalışma saatlerini uzatmayı düşünüyordu. Kütüphaneci, girişteki masaya bir form bıraktı: “Kütüphane akşam ye… | ✓Öğrencilerin tamamı kütüphanenin akşam açık …
tur-pa-2147 | T.8.3.19 | z2 | k0 | İki okul, geri dönüşüm kutusuna atılan kâğıdı bir yıl boyunca tarttı. Birinci okul “kâğıt toplamamız yüzde iki yüz arttı” diye du… | ✓Yüzdenin Arkasındaki Başlangıç Sayısı
tur-pa-2148 | T.8.3.17 | z3 | k0 | Bir ülkenin kıyı uzunluğu ansiklopedilerde tek bir sayıyla yazılır. Oysa o sayı, ölçerken kullanılan adımın uzunluğuna bağlıdır. … | ✓Ölçümün sonucu, kullanılan ölçme biriminin b…
tur-pa-2149 | T.8.3.21 | z3 | k0 | Küçük bir tasarım atölyesine başvuran Deniz, ilanda “çalışanlarımızın aylık ortalama kazancı altmış bin lira” yazdığını gördü. Gö… | ✓tek bir yüksek değer ortalamayı yukarı çekeb…
tur-pa-2150 | T.8.3.18 | z2 | k0 | Bir dergide okuma alışkanlığını gösteren bir grafik vardı. İki yılın sayıları kitap resmiyle gösterilmişti: ikinci yılın kitabı, … | ✓Dergideki sayıların yanlış hesaplanmış olduğ…
tur-pa-2151 | T.8.3.34 | z3 | k0 | Saymakla ölçmek aynı iş değildir. Bir sepetteki elmaları sayarsınız; sonuç tamdır, tartışmaya kapalıdır. Aynı sepetin ağırlığını … | ✓Karşılaştırma ve benzetme
tur-pa-2152 | T.8.3.16 | z2 | k0 | Adımsayar takan arkadaşım, günlük on bin adımı tutturmak için akşamları koridorda bir aşağı bir yukarı yürümeye başladı. Sayaç he… | ✓Ölçütün hedefe dönüşünce anlamını yitirmesi
tur-pa-2153 | T.8.3.17 | z2 | k0 | Bir okulda yapılan sayımda, sabah kahvaltı eden öğrencilerin sınav ortalaması ötekilerden yüksek çıktı. Panoya hemen “Kahvaltı no… | ✓Birlikte artan iki şeyden biri ötekinin nede…
tur-pa-2154 | T.8.3.18 | z2 | k0 | Hava sıcaklığı ölçülürken termometre gelişigüzel bir yere asılmaz. Ölçüm, yerden yaklaşık iki metre yükseklikte, güneş ışığını do… | ✓Ölçüm kutusunun hangi maddeden yapıldığına
tur-pa-2155 | T.8.3.16 | z3 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓III
tur-pa-2156 | T.8.3.19 | z4 | k0 | Bir spor kulübü, lisanslı sporcu sayısını her yıl açıklıyor. Bu yılki bültenin başlığı şöyleydi: “Beş yılda sporcu sayımızı iki k… | ✓karşılaştırmanın hangi yıldan başladığına ba…
tur-pa-2157 | T.8.3.19 | z1 | k0 | Bir milyonla bir milyar arasındaki farkı rakamla göstermek kolay, sezdirmek zordur. Saniyeyle deneyelim: bir milyon saniye yaklaş… | ✓İki Sayı Arasındaki Uçurum
tur-pa-2158 | T.8.3.11 | z3 | k0 | Okulun fen kulübü, bahçedeki fidanların boyunu her ay ölçmeye karar verdi. İlk ay Mert mezurayı toprağın üstünden başlattı, buldu… | ✓Olaylar, oluş sırasına göre anlatılmıştır.
tur-pa-2159 | T.8.3.18 | z4 | k0 | Bir gazete, “ülkenin en yeşil ilçeleri” başlığıyla bir liste yayımladı. Listede ilçeler, belediyelerin bir yılda diktiği ağaç say… | ✓Dikilen ağaç sayısı arttıkça kişi başına düş…
tur-pa-2160 | T.8.3.21 | z4 | k0 | İki farklı kaynakta aynı gölün ada sayısı bambaşka yazılabilir. Biri on iki der, öbürü otuz beş. Sayan kişiler dikkatsiz değildir… | ✓Bir sayının, neyin sayıldığı belirtilmeden a…
tur-pa-2161 | T.8.3.16 | z1 | k0 | Bir konuyu öğrendiğin gün her şey yerli yerindedir. İki gün sonra aynı sayfada bazı satırlar yabancılaşır, üçüncü hafta geriye bi… | ✓Tekrarların hangi aralıklarla yapılması gere…
tur-pa-2162 | T.8.3.17 | z1 | k0 | Bir sayfayı beş kez okumak, onu bildiğin duygusunu verir. Oysa bu duygu çoğu zaman tanıdıklıktan gelir; gözün satırlara alışmıştı… | ✓Öğrenmeyi sağlayan, okumak değil hatırlamaya…
tur-pa-2163 | T.8.3.18 | z2 | k0 | Masada çalışırken telefon sessizde duruyordu; yine de ekranın bir kez yanması yetti. Bildirime bakmadım bile, ama cümlenin neresi… | ✓Deftere yazılan notların yeniden okunduğuna
tur-pa-2164 | T.8.3.16 | z2 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓IV
tur-pa-2165 | T.8.3.19 | z2 | k0 | Yeni bir alışkanlığı ayakta tutan şey irade değil, çevredir. Her akşam kitap okumak isteyen biri kitabı çantasında bırakırsa her … | ✓Alışkanlığı Ayakta Tutan İşaretler
tur-pa-2166 | T.8.3.16 | z2 | k0 | Bir konuyu ne kadar bildiğimi, ancak onu kardeşime anlatmaya kalkınca ölçebiliyorum. Kendi kendime okurken her cümle yerine oturu… | ✓Anlatmanın, bilgideki eksiği ortaya çıkarması
tur-pa-2167 | T.8.3.17 | z2 | k0 | Dört saat kesintisiz çalıştığım günlerin sonunda defterde çok sayfa, kafamda az şey olurdu. Şimdi çalışmayı bölüyorum: yaklaşık k… | ✓Çalışmayı molalarla bölmek dikkati korur.
tur-pa-2168 | T.8.3.18 | z2 | k0 | Yanlış çözdüğüm soruların üstünü çizip geçmeyi bıraktım. Artık her yanlışı ayrı bir deftere yazıyorum; yanında da neyi atladığımı… | ✓Deftere yazılan sorular arkadaşlarla paylaşı…
tur-pa-2169 | T.8.3.21 | z2 | k0 | Kitabımın kenarları rengârenkti; sarı, yeşil, turuncu. Sınavdan bir gün önce sayfaları açtığımda her satır önemli görünüyordu, çü… | ✓İşaretlemenin, ayırt etmediği sürece işe yar…
tur-pa-2170 | T.8.3.21 | z3 | k0 | Matematik çalışırken uzun süre şöyle yaptım: bir konudan on soru çözer, sonra öbür konuya geçerdim. Blok hâlinde çözerken her şey… | ✓her soruda önce hangi yöntemi kullanacağıma …
tur-pa-2171 | T.8.3.18 | z3 | k0 | Masamı bir akşam boşalttım. Üstünde kalan tek şey o gün çalışacağım defter, bir kalem ve bir bardak suydu. Geri kalan her şeyi — … | ✓Kaldırılan eşyaların başka bir odaya taşındı…
tur-pa-2172 | T.8.3.11 | z3 | k0 | Bir kokunun ya da bir şarkının eski bir günü birdenbire geri getirmesi rastlantı değildir. Zihin bir bilgiyi kaydederken onu tek … | ✓Bir işleyişin nedenleriyle açıklanması
tur-pa-2173 | T.8.3.16 | z3 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓III
tur-pa-2174 | T.8.3.19 | z3 | k0 | Unutmayı zihnin bir kusuru sayarız; oysa her şeyi saklayan bir zihin, aradığını hiç bulamazdı. Dün öğle yemeğinde masanın neresin… | ✓Unutmanın Gizli Yararı
tur-pa-2175 | T.8.3.21 | z3 | k0 | Sınav salonunda ilk beş dakika, bildiklerimin bana en uzak olduğu dakikalardır. Sorular kolaydır belki, ama zihnimin bir bölümü b… | ✓Kaygının, çözüme ayrılan zihinsel yeri daral…
tur-pa-2176 | T.8.3.17 | z3 | k0 | Ders çalışmaya oturmanın en zor yeri, ilk cümledir. Masaya oturduktan sonra geçen ilk üç dakikada aklıma gelen bahaneler, çalışma… | ✓asıl zorluk çalışmayı sürdürmekte değil, baş…
tur-pa-2177 | T.8.3.34 | z3 | k0 | İki öğrenci düşünün. Biri tarih dersinde olayları tek tek, birbirinden kopuk biçimde ezberliyor: tarih, ad, yer. Öbürü her yeni o… | ✓Karşılaştırma ve benzetme
tur-pa-2178 | T.8.3.18 | z4 | k0 | Sınıfça küçük bir deneme yaptık. Üç hafta boyunca her salı, aynı uzunlukta ve benzer güçlükte birer bilgilendirici metin okuduk; … | ✓Sözsüz müzik dinleyen her öğrencinin başarıs…
tur-pa-2179 | T.8.3.21 | z4 | k0 | Annem alışverişe giderken listeyi yüksek sesle okur, sonra kâğıdı mutfakta unutur. Döndüğünde poşetten ilk iki madde ile son iki … | ✓Hatırlanma şansının, sıradaki yere göre deği…
tur-pa-2180 | T.8.3.21 | z4 | k0 | Bir telefon numarasını tek tek rakam olarak akılda tutmaya çalış: on bir ayrı parça. Şimdi aynı numarayı üçerli, dörderli kümeler… | ✓parça sayısını değil, parçaların içini büyüt…
tur-pa-2181 | T.8.3.16 | z1 | k0 | Gübreyi göz kararı atmak, hastalığı görmeden ilaç yazmaya benzer. Toprak analizi bunun önüne geçer: tarlanın birkaç noktasından a… | ✓Gübre miktarının toprak analiziyle belirlenm…
tur-pa-2182 | T.8.3.17 | z1 | k0 | Sofrada artan ekmeği çöpe atarken yalnızca bir dilimden vazgeçtiğimizi sanırız. Oysa o dilimin arkasında ekilen tohum, harcanan s… | ✓Ekmek israfı, arkasındaki bütün emeğin israf…
tur-pa-2183 | T.8.3.18 | z2 | k0 | Market rafındaki iki tarih aynı şey değildir. Çabuk bozulan ürünlerde “son tüketim tarihi” yazar; bu tarih geçtikten sonra ürün, … | ✓Tarihlerin ambalajın hangi yüzüne yazılması …
tur-pa-2184 | T.8.3.16 | z2 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓V
tur-pa-2185 | T.8.3.17 | z2 | k0 | Aynı tarlaya her yıl aynı ürünü ekmek, kolay görünen ama pahalıya mal olan bir alışkanlıktır. Her bitki topraktan kendi ihtiyacı … | ✓Ekilen ürünü sırayla değiştirmek toprağı da …
tur-pa-2186 | T.8.3.21 | z2 | k0 | Tohumu toprağa gömerken “ne kadar derine?” sorusunun tek bir cevabı yoktur. Küçük tohumların içinde çok az yedek besin bulunur; b… | ✓tohum, kendi kalınlığının iki üç katı kadar …
tur-pa-2187 | T.8.3.18 | z2 | k0 | Bir meyve bahçesinde işin en sessiz bölümünü arılar yapar. Çiçekten çiçeğe nektar toplarken tüylerine yapışan çiçek tozunu da yan… | ✓Kovan getirilmesi bahçedeki meyvenin tadını …
tur-pa-2188 | T.8.3.19 | z2 | k0 | Bir kasabada yıllardır aynı kavunun ekildiğini duyduğunuzda, aslında bir bilgi birikiminden söz ediliyordur. Yerel çeşitler, o to… | ✓Ekildikçe Yaşayan Yerel Tohumlar
tur-pa-2189 | T.8.3.21 | z2 | k0 | Pazarda elma seçerken hepimiz aynı şeyi yaparız: en pürüzsüzünü, en düzgün yuvarlağını alırız. Tezgâhtaki satıcı bunu bildiği içi… | ✓Alıcının görünüş alışkanlığının ürün kaybına…
tur-pa-2190 | T.8.3.18 | z3 | k0 | Bir kasa taze fasulyenin tarladan sofraya bozulmadan gelmesi tek bir kamyona değil, kesintisiz bir sıcaklık zincirine bağlıdır. Ü… | ✓Araçta ısınan ürün, reyonda eski tazeliğine …
tur-pa-2191 | T.8.3.16 | z3 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓IV
tur-pa-2192 | T.8.3.17 | z3 | k0 | Bir bölgede herkesin aynı çeşidi ekmesi ilk yıllarda akıllıca görünür. O çeşit en yüksek verimi veriyordur, alıcısı bellidir, tar… | ✓Çeşitliliği korumak, beklenmedik tehlikelere…
tur-pa-2193 | T.8.3.21 | z3 | k0 | Evde atılan yiyeceklerin çoğu bozulduğu için atılmaz; bozulacağını düşündüğümüz için atılır. Dolabın arkasında unuttuğumuz yarım … | ✓alışverişi ve pişirmeyi gerçek ihtiyaca göre…
tur-pa-2194 | T.8.3.11 | z3 | k0 | Hasat sabahı kapının önünde toplandık. Güneş henüz tepelerin arkasındaydı; tarlanın üstünde ince bir sis duruyordu. Dedem çuvalla… | ✓Öyküleme ve betimleme
tur-pa-2195 | T.8.3.34 | z3 | k0 | Toprağa verilen iki şeyi birbirine karıştırmamak gerekir. Kimyasal gübre, bitkinin o mevsim ihtiyaç duyduğu besini doğrudan ve ça… | ✓Karşılaştırma ve benzetme
tur-pa-2196 | T.8.3.18 | z3 | k0 | Kimi sebzeler doğrudan tarlaya ekilmez; önce kapalı bir yerde fide olarak yetiştirilir. Bunun ilk nedeni zamandır: dışarısı hâlâ … | ✓Fide köklerinin dikimden önce suda bekletild…
tur-pa-2197 | T.8.3.21 | z3 | k0 | Bir paketin arkasındaki içindekiler listesi rastgele dizilmez; üründe en çok bulunan madde başa, en az bulunan sona yazılır. Bu k… | ✓ürünün gerçekte neyden ve ne kadarından oluş…
